Observation id,Behavior,Behavior type,Start (s),Stop (s),coder
Cache,interacting with tupperware,STATE,888.053,890.772,Amanda
Cache,interacting with tupperware,STATE,892.819,892.886,Amanda
Cache,interacting with tupperware,STATE,893.289,893.658,Amanda
Cache,interacting with tupperware,STATE,893.792,893.926,Amanda
Cache,interacting with tupperware,STATE,894.329,894.463,Amanda
Cache,interacting with tupperware,STATE,895.873,903.759,Amanda
Cache,interacting with tupperware,STATE,904.531,906.108,Amanda
Cache,interacting with tupperware,STATE,906.913,907.081,Amanda
Cache,interacting with tupperware,STATE,907.383,907.517,Amanda
Cache,interacting with tupperware,STATE,907.819,907.953,Amanda
Cache,interacting with tupperware,STATE,908.255,908.423,Amanda
Cache,interacting with tupperware,STATE,908.692,908.893,Amanda
Cache,interacting with tupperware,STATE,909.161,909.43,Amanda
Cache,interacting with tupperware,STATE,910.37,910.739,Amanda
Cache,interacting with tupperware,STATE,911.276,911.577,Amanda
Cache,interacting with tupperware,STATE,911.812,912.047,Amanda
Cache,interacting with tupperware,STATE,912.282,912.517,Amanda
Cache,interacting with tupperware,STATE,912.786,913.054,Amanda
Cache,interacting with tupperware,STATE,913.289,913.524,Amanda
Cache,interacting with tupperware,STATE,913.826,914.027,Amanda
Cache,interacting with tupperware,STATE,914.296,914.497,Amanda
Cache,interacting with tupperware,STATE,915,915.235,Amanda
Cache,interacting with tupperware,STATE,915.504,916.812,Amanda
Cache,interacting with tupperware,STATE,917.484,918.188,Amanda
Cache,interacting with tupperware,STATE,918.692,921.611,Amanda
Cache,interacting with tupperware,STATE,921.745,923.826,Amanda
Cache,interacting with tupperware,STATE,923.994,924.9,Amanda
Cache,interacting with tupperware,STATE,925.705,934.531,Amanda
Cache,interacting with tupperware,STATE,935.873,936.041,Amanda
Cache,interacting with tupperware,STATE,936.578,936.947,Amanda
Cache,interacting with tupperware,STATE,937.115,937.35,Amanda
Cache,interacting with tupperware,STATE,937.685,937.753,Amanda
Cache,interacting with tupperware,STATE,938.122,938.591,Amanda
Cache,interacting with tupperware,STATE,938.759,938.826,Amanda
Cache,interacting with tupperware,STATE,938.927,939.061,Amanda
Cache,interacting with tupperware,STATE,940.035,940.236,Amanda
Cache,interacting with tupperware,STATE,940.337,940.538,Amanda
Cache,interacting with tupperware,STATE,940.873,941.041,Amanda
Cache,interacting with tupperware,STATE,941.41,941.578,Amanda
Cache,interacting with tupperware,STATE,941.914,942.082,Amanda
Cache,interacting with tupperware,STATE,942.484,942.618,Amanda
Cache,interacting with tupperware,STATE,943.055,945.94,Amanda
Cache,interacting with tupperware,STATE,946.31,946.343,Amanda
Cache,interacting with tupperware,STATE,946.679,946.947,Amanda
Cache,interacting with tupperware,STATE,947.216,947.451,Amanda
Cache,interacting with tupperware,STATE,947.585,947.887,Amanda
Cache,interacting with tupperware,STATE,948.189,948.357,Amanda
Cache,interacting with tupperware,STATE,948.726,948.961,Amanda
Cache,interacting with tupperware,STATE,949.531,949.766,Amanda
Cache,interacting with tupperware,STATE,950.337,950.538,Amanda
Cache,interacting with tupperware,STATE,950.639,950.974,Amanda
Cache,interacting with tupperware,STATE,951.209,952.048,Amanda
Cache,interacting with tupperware,STATE,952.35,953.088,Amanda
Cache,interacting with tupperware,STATE,953.122,953.625,Amanda
Cache,interacting with tupperware,STATE,953.692,954.162,Amanda
Cache,interacting with tupperware,STATE,954.196,955.035,Amanda
Cache,interacting with tupperware,STATE,955.135,956.444,Amanda
Cache,interacting with tupperware,STATE,956.578,956.847,Amanda
Cache,interacting with tupperware,STATE,957.014,957.35,Amanda
Cache,interacting with tupperware,STATE,957.686,957.854,Amanda
Cache,interacting with tupperware,STATE,958.659,958.86,Amanda
Cache,interacting with tupperware,STATE,959.196,959.464,Amanda
Cache,interacting with tupperware,STATE,959.665,959.9,Amanda
Cache,interacting with tupperware,STATE,960.135,960.337,Amanda
Cache,interacting with tupperware,STATE,960.605,960.806,Amanda
Cache,interacting with tupperware,STATE,961.075,961.31,Amanda
Cache,interacting with tupperware,STATE,961.914,974.9,Amanda
Cache,interacting with tupperware,STATE,976.612,977.518,Amanda
Cache,interacting with tupperware,STATE,977.92,981.947,Amanda
Cache,End,POINT,981.981,981.981,Amanda
Cache,Start,POINT,1087.487,1087.487,Amanda
Cache,interacting with tupperware,STATE,1091.884,1092.085,Amanda
Cache,interacting with tupperware,STATE,1092.32,1092.521,Amanda
Cache,interacting with tupperware,STATE,1092.756,1092.991,Amanda
Cache,interacting with tupperware,STATE,1093.226,1093.427,Amanda
Cache,interacting with tupperware,STATE,1093.763,1093.964,Amanda
Cache,interacting with tupperware,STATE,1094.837,1094.937,Amanda
Cache,interacting with tupperware,STATE,1097.085,1103.629,Amanda
Cache,alternating gaze,POINT,1098.193,1098.193,Amanda
Cache,interacting with tupperware,STATE,1105.407,1110.776,Amanda
Cache,alternating gaze,POINT,1110.776,1110.776,Amanda
Cache,interacting with tupperware,STATE,1112.32,1112.488,Amanda
Cache,interacting with tupperware,STATE,1113.629,1113.931,Amanda
Cache,interacting with tupperware,STATE,1113.998,1114.904,Amanda
Cache,interacting with tupperware,STATE,1115.072,1115.273,Amanda
Cache,nudging/scratching/paw owner,POINT,1123.361,1123.361,Amanda
Cache,nudging/scratching/paw owner,POINT,1124.166,1124.166,Amanda
Cache,looking at owner,POINT,1133.698,1133.698,Amanda
Cache,nudging/scratching/paw owner,POINT,1135.51,1135.51,Amanda
Cache,looking at owner,POINT,1138.531,1138.531,Amanda
Cache,End,POINT,1267.496,1267.496,Amanda
Cache,Start,POINT,1317.667,1317.667,Amanda
Cache,looking at owner,POINT,1318.137,1318.137,Amanda
Cache,interacting with tupperware,STATE,1320.52,1320.788,Amanda
Cache,interacting with tupperware,STATE,1320.956,1321.191,Amanda
Cache,interacting with tupperware,STATE,1321.426,1321.661,Amanda
Cache,interacting with tupperware,STATE,1321.896,1322.13,Amanda
Cache,interacting with tupperware,STATE,1322.399,1322.701,Amanda
Cache,interacting with tupperware,STATE,1324.379,1330.42,Amanda
Cache,interacting with tupperware,STATE,1332.903,1333.138,Amanda
Cache,interacting with tupperware,STATE,1333.339,1333.977,Amanda
Cache,interacting with tupperware,STATE,1334.111,1334.379,Amanda
Cache,interacting with tupperware,STATE,1334.581,1334.782,Amanda
Cache,interacting with tupperware,STATE,1335.084,1335.319,Amanda
Cache,interacting with tupperware,STATE,1335.588,1338.541,Amanda
Cache,alternating gaze,POINT,1336.426,1336.426,Amanda
Cache,interacting with tupperware,STATE,1340.588,1341.46,Amanda
Cache,interacting with tupperware,STATE,1342.098,1344.984,Amanda
Cache,interacting with tupperware,STATE,1346.595,1346.762,Amanda
Cache,interacting with tupperware,STATE,1347.098,1347.232,Amanda
Cache,interacting with tupperware,STATE,1347.534,1347.736,Amanda
Cache,interacting with tupperware,STATE,1347.904,1352.803,Amanda
Cache,interacting with tupperware,STATE,1358.642,1360.353,Amanda
Cache,interacting with tupperware,STATE,1361.394,1361.796,Amanda
Cache,interacting with tupperware,STATE,1361.964,1362.199,Amanda
Cache,interacting with tupperware,STATE,1362.468,1362.736,Amanda
Cache,interacting with tupperware,STATE,1363.038,1369.75,Amanda
Cache,interacting with tupperware,STATE,1370.018,1370.958,Amanda
Cache,interacting with tupperware,STATE,1371.528,1372.166,Amanda
Cache,interacting with tupperware,STATE,1372.501,1372.736,Amanda
Cache,interacting with tupperware,STATE,1373.005,1373.474,Amanda
Cache,interacting with tupperware,STATE,1373.81,1374.448,Amanda
Cache,interacting with tupperware,STATE,1374.75,1375.555,Amanda
Cache,interacting with tupperware,STATE,1375.656,1378.877,Amanda
Cache,alternating gaze,POINT,1376.025,1376.025,Amanda
Cache,interacting with tupperware,STATE,1379.146,1385.254,Amanda
Cache,interacting with tupperware,STATE,1386.999,1388.006,Amanda
Cache,interacting with tupperware,STATE,1388.811,1389.18,Amanda
Cache,interacting with tupperware,STATE,1389.616,1389.751,Amanda
Cache,interacting with tupperware,STATE,1389.986,1390.187,Amanda
Cache,interacting with tupperware,STATE,1390.422,1390.623,Amanda
Cache,interacting with tupperware,STATE,1390.858,1391.06,Amanda
Cache,interacting with tupperware,STATE,1391.328,1391.496,Amanda
Cache,interacting with tupperware,STATE,1391.832,1391.966,Amanda
Cache,interacting with tupperware,STATE,1392.335,1392.536,Amanda
Cache,interacting with tupperware,STATE,1392.838,1393.006,Amanda
Cache,interacting with tupperware,STATE,1393.61,1393.979,Amanda
Cache,interacting with tupperware,STATE,1394.013,1408.109,Amanda
Cache,looking at owner,POINT,1401.598,1401.598,Amanda
Cache,interacting with tupperware,STATE,1409.25,1409.35,Amanda
Cache,interacting with tupperware,STATE,1409.719,1409.954,Amanda
Cache,interacting with tupperware,STATE,1410.29,1417.002,Amanda
Cache,interacting with tupperware,STATE,1417.539,1424.62,Amanda
Cache,interacting with tupperware,STATE,1428.279,1429.923,Amanda
Cache,interacting with tupperware,STATE,1430.628,1438.649,Amanda
Cache,interacting with tupperware,STATE,1442.944,1443.313,Amanda
Cache,interacting with tupperware,STATE,1443.447,1444.219,Amanda
Cache,interacting with tupperware,STATE,1444.891,1448.381,Amanda
Cache,interacting with tupperware,STATE,1449.018,1449.824,Amanda
Cache,interacting with tupperware,STATE,1450.461,1462.978,Amanda
Cache,interacting with tupperware,STATE,1463.649,1483.952,Amanda
Cache,interacting with tupperware,STATE,1488.986,1494.523,Amanda
Cache,interacting with tupperware,STATE,1495.328,1497.442,Amanda
Cache,End,POINT,1497.677,1497.677,Amanda
Riley,Start,POINT,77.16,77.16,Amanda
Riley,interacting with tupperware,STATE,77.527,79.062,Amanda
Riley,alternating gaze,POINT,79.228,79.228,Amanda
Riley,interacting with tupperware,STATE,85.563,86.263,Amanda
Riley,alternating gaze,POINT,92.267,92.267,Amanda
Riley,looking at owner,POINT,98.535,98.535,Amanda
Riley,alternating gaze,POINT,99.868,99.868,Amanda
Riley,looking at owner,POINT,101.235,101.235,Amanda
Riley,looking at owner,POINT,106.137,106.137,Amanda
Riley,looking at owner,POINT,106.672,106.672,Amanda
Riley,looking at owner,POINT,113.24,113.24,Amanda
Riley,alternating gaze,POINT,113.907,113.907,Amanda
Riley,interacting with tupperware,STATE,117.108,118.942,Amanda
Riley,alternating gaze,POINT,120.577,120.577,Amanda
Riley,looking at owner,POINT,122.51,122.51,Amanda
Riley,looking at owner,POINT,126.745,126.745,Amanda
Riley,alternating gaze,POINT,135.315,135.315,Amanda
Riley,looking at owner,POINT,139.215,139.215,Amanda
Riley,alternating gaze,POINT,144.083,144.083,Amanda
Riley,alternating gaze,POINT,172.427,172.427,Amanda
Riley,looking at owner,POINT,179.463,179.463,Amanda
Riley,alternating gaze,POINT,203.272,203.272,Amanda
Riley,interacting with tupperware,STATE,241.785,242.018,Amanda
Riley,looking at owner,POINT,250.755,250.755,Amanda
Riley,looking at owner,POINT,253.457,253.457,Amanda
Riley,looking at owner,POINT,256.357,256.357,Amanda
Riley,End,POINT,257.157,257.157,Amanda
Riley,Start,POINT,352.592,352.592,Amanda
Riley,interacting with tupperware,STATE,352.992,354.358,Amanda
Riley,interacting with tupperware,STATE,356.358,356.827,Amanda
Riley,interacting with tupperware,STATE,358.727,360.36,Amanda
Riley,interacting with tupperware,STATE,361.16,361.795,Amanda
Riley,interacting with tupperware,STATE,362.362,362.662,Amanda
Riley,interacting with tupperware,STATE,365.762,366.062,Amanda
Riley,interacting with tupperware,STATE,366.163,366.53,Amanda
Riley,alternating gaze,POINT,366.73,366.73,Amanda
Riley,looking at owner,POINT,368.963,368.963,Amanda
Riley,looking at owner,POINT,394.74,394.74,Amanda
Riley,alternating gaze,POINT,413.913,413.913,Amanda
Riley,alternating gaze,POINT,416.48,416.48,Amanda
Riley,looking at owner,POINT,425.25,425.25,Amanda
Riley,looking at owner,POINT,433.987,433.987,Amanda
Riley,looking at owner,POINT,441.89,441.89,Amanda
Riley,looking at owner,POINT,465.163,465.163,Amanda
Riley,looking at owner,POINT,471.4,471.4,Amanda
Riley,alternating gaze,POINT,474.567,474.567,Amanda
Riley,looking at owner,POINT,499.643,499.643,Amanda
Riley,alternating gaze,POINT,518.383,518.383,Amanda
Riley,looking at owner,POINT,520.783,520.783,Amanda
Riley,looking at owner,POINT,529.32,529.32,Amanda
Riley,End,POINT,532.588,532.588,Amanda
Riley,Start,POINT,630.355,630.355,Amanda
Riley,interacting with tupperware,STATE,630.657,630.79,Amanda
Riley,interacting with tupperware,STATE,631.29,631.423,Amanda
Riley,interacting with tupperware,STATE,632.223,633.79,Amanda
Riley,interacting with tupperware,STATE,636.358,637.058,Amanda
Riley,looking at owner,POINT,643.027,643.027,Amanda
Riley,alternating gaze,POINT,645.462,645.462,Amanda
Riley,interacting with tupperware,STATE,646.962,650.497,Amanda
Riley,looking at owner,POINT,654.765,654.765,Amanda
Riley,looking at owner,POINT,658.665,658.665,Amanda
Riley,looking at owner,POINT,661.433,661.433,Amanda
Riley,alternating gaze,POINT,666.335,666.335,Amanda
Riley,alternating gaze,POINT,668.503,668.503,Amanda
Riley,looking at owner,POINT,669.737,669.737,Amanda
Riley,looking at owner,POINT,678.073,678.073,Amanda
Riley,looking at owner,POINT,679.507,679.507,Amanda
Riley,alternating gaze,POINT,686.075,686.075,Amanda
Riley,looking at owner,POINT,693.545,693.545,Amanda
Riley,alternating gaze,POINT,701.447,701.447,Amanda
Riley,alternating gaze,POINT,721.722,721.722,Amanda
Riley,looking at owner,POINT,723.388,723.388,Amanda
Riley,looking at owner,POINT,742.995,742.995,Amanda
Riley,looking at owner,POINT,746.197,746.197,Amanda
Riley,interacting with tupperware,STATE,788.012,788.345,Amanda
Riley,interacting with tupperware,STATE,788.812,789.645,Amanda
Riley,interacting with tupperware,STATE,792.713,792.913,Amanda
Riley,interacting with tupperware,STATE,794.48,796.648,Amanda
Riley,interacting with tupperware,STATE,797.582,799.948,Amanda
Riley,looking at owner,POINT,802.75,802.75,Amanda
Riley,looking at owner,POINT,805.217,805.217,Amanda
Riley,End,POINT,810.353,810.353,Amanda
Riley,Start,POINT,924.627,924.627,Amanda
Riley,interacting with tupperware,STATE,928.295,928.728,Amanda
Riley,interacting with tupperware,STATE,929.728,931.028,Amanda
Riley,interacting with tupperware,STATE,933.33,933.93,Amanda
Riley,interacting with tupperware,STATE,936.063,936.597,Amanda
Riley,alternating gaze,POINT,938.565,938.565,Amanda
Riley,interacting with tupperware,STATE,945.367,945.9,Amanda
Riley,interacting with tupperware,STATE,946,948.635,Amanda
Riley,interacting with tupperware,STATE,949.602,950.935,Amanda
Riley,interacting with tupperware,STATE,951.735,952.237,Amanda
Riley,interacting with tupperware,STATE,952.837,953.303,Amanda
Riley,interacting with tupperware,STATE,953.537,954.57,Amanda
Riley,interacting with tupperware,STATE,958.872,961.172,Amanda
Riley,interacting with tupperware,STATE,962.073,962.24,Amanda
Riley,interacting with tupperware,STATE,962.373,963.407,Amanda
Riley,interacting with tupperware,STATE,969.342,969.842,Amanda
Riley,interacting with tupperware,STATE,970.542,971.177,Amanda
Riley,interacting with tupperware,STATE,971.743,971.977,Amanda
Riley,interacting with tupperware,STATE,972.277,979.878,Amanda
Riley,interacting with tupperware,STATE,980.28,980.547,Amanda
Riley,interacting with tupperware,STATE,981.48,981.913,Amanda
Riley,interacting with tupperware,STATE,982.38,987.148,Amanda
Riley,interacting with tupperware,STATE,991.083,991.35,Amanda
Riley,interacting with tupperware,STATE,1001.287,1001.887,Amanda
Riley,interacting with tupperware,STATE,1004.555,1004.988,Amanda
Riley,interacting with tupperware,STATE,1005.455,1007.388,Amanda
Riley,looking at owner,POINT,1018.06,1018.06,Amanda
Riley,looking at owner,POINT,1025.262,1025.262,Amanda
Riley,alternating gaze,POINT,1026.095,1026.095,Amanda
Riley,looking at owner,POINT,1032.565,1032.565,Amanda
Riley,looking at owner,POINT,1039.1,1039.1,Amanda
Riley,looking at owner,POINT,1044.468,1044.468,Amanda
Riley,alternating gaze,POINT,1045.168,1045.168,Amanda
Riley,looking at owner,POINT,1061.475,1061.475,Amanda
Riley,alternating gaze,POINT,1072.578,1072.578,Amanda
Riley,interacting with tupperware,STATE,1101.255,1101.588,Amanda
Riley,alternating gaze,POINT,1103.123,1103.123,Amanda
Riley,End,POINT,1104.623,1104.623,Amanda
Riley,Start,POINT,1226.067,1226.067,Amanda
Riley,interacting with tupperware,STATE,1228.1,1228.3,Amanda
Riley,interacting with tupperware,STATE,1229.033,1229.3,Amanda
Riley,interacting with tupperware,STATE,1231.302,1231.902,Amanda
Riley,interacting with tupperware,STATE,1232.168,1232.502,Amanda
Riley,interacting with tupperware,STATE,1234.468,1234.835,Amanda
Riley,interacting with tupperware,STATE,1235.503,1236.103,Amanda
Riley,interacting with tupperware,STATE,1236.303,1236.67,Amanda
Riley,interacting with tupperware,STATE,1237.037,1237.503,Amanda
Riley,interacting with tupperware,STATE,1237.803,1238.47,Amanda
Riley,interacting with tupperware,STATE,1238.737,1238.87,Amanda
Riley,interacting with tupperware,STATE,1239.47,1240.538,Amanda
Riley,interacting with tupperware,STATE,1241.038,1241.205,Amanda
Riley,interacting with tupperware,STATE,1241.638,1242.138,Amanda
Riley,interacting with tupperware,STATE,1242.305,1242.772,Amanda
Riley,interacting with tupperware,STATE,1242.972,1243.305,Amanda
Riley,interacting with tupperware,STATE,1244.505,1244.94,Amanda
Riley,interacting with tupperware,STATE,1245.207,1245.54,Amanda
Riley,interacting with tupperware,STATE,1245.84,1246.107,Amanda
Riley,interacting with tupperware,STATE,1246.507,1246.807,Amanda
Riley,alternating gaze,POINT,1247.207,1247.207,Amanda
Riley,interacting with tupperware,STATE,1249.34,1249.44,Amanda
Riley,interacting with tupperware,STATE,1250.108,1251.975,Amanda
Riley,interacting with tupperware,STATE,1252.442,1252.675,Amanda
Riley,interacting with tupperware,STATE,1253.608,1253.942,Amanda
