"","Observation id","Behavior","Behavior type","Start (s)","Stop (s)","coder"
"914","Remi","interacting with tupperware","STATE",290.923,296.46,"Amanda"
"915","Remi","alternating gaze","POINT",299.628,299.628,"Amanda"
"916","Remi","interacting with tupperware","STATE",306.865,311.468,"Amanda"
"917","Remi","interacting with tupperware","STATE",314.235,318.172,"Amanda"
"918","Remi","interacting with tupperware","STATE",322.84,326.175,"Amanda"
"919","Remi","interacting with tupperware","STATE",326.675,330.045,"Amanda"
"920","Remi","interacting with tupperware","STATE",348.588,368.432,"Amanda"
"921","Remi","interacting with tupperware","STATE",371.533,374.235,"Amanda"
"922","Remi","interacting with tupperware","STATE",374.902,376.068,"Amanda"
"923","Remi","alternating gaze","POINT",376.937,376.937,"Amanda"
"924","Remi","bark/whine vocalization","POINT",381.505,381.505,"Amanda"
"925","Remi","looking at owner","POINT",427.763,427.763,"Amanda"
"926","Remi","alternating gaze","POINT",437.735,437.735,"Amanda"
"927","Remi","looking at owner","POINT",456.245,456.245,"Amanda"
"928","Remi","interacting with tupperware","STATE",515.01,515.11,"Amanda"
"929","Remi","interacting with tupperware","STATE",528.05,531.185,"Amanda"
"930","Remi","interacting with tupperware","STATE",533.453,567.405,"Amanda"
"931","Remi","interacting with tupperware","STATE",570.407,572.575,"Amanda"
"932","Remi","interacting with tupperware","STATE",575.043,578.712,"Amanda"
"933","Remi","interacting with tupperware","STATE",579.912,582.347,"Amanda"
"934","Remi","interacting with tupperware","STATE",594.787,604.392,"Amanda"
"935","Remi","alternating gaze","POINT",604.758,604.758,"Amanda"
"936","Remi","looking at owner","POINT",608.593,608.593,"Amanda"
"937","Remi","looking at owner","POINT",621.435,621.435,"Amanda"
"938","Remi","alternating gaze","POINT",621.868,621.868,"Amanda"
"939","Remi","looking at owner","POINT",624.903,624.903,"Amanda"
"940","Remi","looking at owner","POINT",627.672,627.672,"Amanda"
"941","Remi","looking at owner","POINT",628.905,628.905,"Amanda"
"942","Remi","looking at owner","POINT",635.208,635.208,"Amanda"
"943","Remi","interacting with tupperware","STATE",751.238,754.807,"Amanda"
"944","Remi","alternating gaze","POINT",756.342,756.342,"Amanda"
"945","Remi","interacting with tupperware","STATE",760.577,772.485,"Amanda"
"946","Remi","interacting with tupperware","STATE",773.518,780.623,"Amanda"
"947","Remi","interacting with tupperware","STATE",782.757,789.295,"Amanda"
"948","Remi","interacting with tupperware","STATE",798.667,801.135,"Amanda"
"949","Remi","interacting with tupperware","STATE",804.303,804.97,"Amanda"
"950","Remi","interacting with tupperware","STATE",806.338,811.475,"Amanda"
"951","Remi","alternating gaze","POINT",812.708,812.708,"Amanda"
"952","Remi","interacting with tupperware","STATE",824.382,824.65,"Amanda"
"953","Remi","looking at owner","POINT",833.455,833.455,"Amanda"
"954","Remi","looking at owner","POINT",843.493,843.493,"Amanda"
"955","Remi","looking at owner","POINT",851.798,851.798,"Amanda"
"956","Remi","alternating gaze","POINT",852.567,852.567,"Amanda"
"957","Remi","looking at owner","POINT",876.447,876.447,"Amanda"
"958","Remi","looking at owner","POINT",927.412,927.412,"Amanda"
"959","Remi","alternating gaze","POINT",1002.99,1002.99,"Amanda"
"960","Remi","looking at owner","POINT",1038.778,1038.778,"Amanda"
"961","Remi","alternating gaze","POINT",1059.958,1059.958,"Amanda"
